,Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
349,349,1.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0,2.0,30.0,4.0,3.0,6.0,1.0,7.0,3.0,1.0,0.0,2.0,1.0,4.0,"[2, 3, 2, 3, 2, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.5,2.0
350,350,0.0,2.0,7.0,3.0,1.0,3.0,2.0,1.0,1.0,34.0,1.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 1, 2]",2.0,1.9
351,351,0.0,1.0,6.0,4.0,1.0,5.0,2.0,1.0,1.0,50.0,1.0,5.0,1.0,2.0,17.0,3.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 1, 2]",2.0,1.8888888888888888
352,352,1.0,5.0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,60.0,1.0,5.0,4.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 3, 4, 2, 2, 4, 2]",3.0,2.7777777777777777
353,353,0.0,3.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,83.0,1.0,5.0,1.0,5.0,15.0,2.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 4, 3, 3, 4, 3, 3, 3]","[3, 2, 2, 3, 4, 2, 4, 4, 2, 4]",3.2222222222222223,3.0
354,354,0.0,3.0,7.0,1.0,14.0,1.0,2.0,1.0,1.0,22.0,5.0,2.0,5.0,4.0,3.0,6.0,0.0,1.0,3.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
355,355,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,35.0,4.0,2.0,6.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 3, 3, 3, 2, 2, 3, 3]",3.0,2.7
356,356,0.0,1.0,4.0,1.0,11.0,2.0,2.0,1.0,2.0,29.0,4.0,3.0,5.0,1.0,9.0,9.0,1.0,1.0,2.0,3.0,4.0,"[4, 2, 4, 4, 2, 4, 4, 4, 4]","[2, 2, 4, 2, 4, 4, 2, 2, 2]",3.5555555555555554,2.6666666666666665
357,357,0.0,3.0,5.0,3.0,2.0,8.0,2.0,1.0,2.0,26.0,2.0,4.0,5.0,1.0,12.0,5.0,1.0,1.0,2.0,3.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",2.2,2.1
358,358,0.0,2.0,7.0,5.0,1.0,7.0,2.0,1.0,1.0,55.0,1.0,5.0,1.0,1.0,10.0,7.0,1.0,1.0,2.0,2.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
359,359,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,68.0,2.0,3.0,5.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,2.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 3]","[2, 4, 3, 4, 2, 4, 4, 2, 4]",3.9,3.2222222222222223
360,360,0.0,2.0,6.0,3.0,1.0,6.0,2.0,1.0,1.0,30.0,1.0,3.0,1.0,1.0,12.0,5.0,0.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 3, 3, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
361,361,1.0,1.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,59.0,5.0,3.0,3.0,6.0,3.0,5.0,0.0,1.0,2.0,3.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 1, 2, 2, 2]",2.0,1.875
362,362,0.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,80.0,1.0,4.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,2.0,2.0,"[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]","[2, 2, 2, 2, 3, 2, 2, 3, 3, 2]",2.1,2.3
363,363,1.0,1.0,4.0,3.0,1.0,8.0,2.0,1.0,1.0,53.0,1.0,2.0,5.0,1.0,9.0,3.0,0.0,1.0,1.0,1.0,4.0,"[3, 2, 2, 2, 2, 2, 3, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
364,364,0.0,5.0,3.0,1.0,9.0,1.0,2.0,1.0,2.0,72.0,1.0,5.0,2.0,5.0,11.0,3.0,1.0,1.0,1.0,1.0,3.0,"[4, 4, 4, 4, 4, 4, 4, 5, 4]","[4, 5, 5, 4, 4, 4, 4, 2, 2, 4]",4.111111111111111,3.8
365,365,0.0,5.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,68.0,1.0,4.0,1.0,5.0,17.0,2.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 4, 2, 3, 4, 3, 4, 2, 2, 2]",3.0,3.0
366,366,1.0,3.0,3.0,3.0,11.0,2.0,2.0,1.0,2.0,67.0,4.0,3.0,1.0,5.0,13.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 2, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 2, 4, 2, 2, 3, 3]",2.888888888888889,2.8
367,367,1.0,4.0,1.0,1.0,11.0,3.0,2.0,1.0,2.0,37.0,1.0,5.0,5.0,1.0,14.0,3.0,1.0,1.0,2.0,3.0,4.0,"[2, 4, 4, 4, 4, 2, 2, 5, 4, 2]","[4, 4, 5, 4, 2, 4, 4, 2]",3.3,3.625
368,368,1.0,2.0,6.0,3.0,1.0,8.0,2.0,1.0,1.0,47.0,1.0,3.0,5.0,6.0,10.0,5.0,1.0,1.0,1.0,2.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.1,2.0
369,369,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,45.0,1.0,2.0,1.0,1.0,15.0,3.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3]","[2, 3, 3, 3, 2, 3, 2]",2.8,2.5714285714285716
370,370,0.0,2.0,5.0,3.0,12.0,9.0,2.0,1.0,2.0,65.0,1.0,3.0,2.0,5.0,8.0,2.0,0.0,1.0,2.0,2.0,4.0,"[3, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 2, 2, 2, 2, 2, 2]",2.111111111111111,1.9
371,371,1.0,3.0,1.0,3.0,11.0,2.0,2.0,1.0,2.0,73.0,1.0,3.0,2.0,5.0,8.0,2.0,0.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 4, 3, 4, 4, 3, 4, 2]",2.9,3.3
372,372,0.0,3.0,4.0,3.0,12.0,4.0,2.0,1.0,2.0,33.0,1.0,1.0,3.0,4.0,6.0,5.0,1.0,1.0,2.0,4.0,4.0,"[3, 2, 2, 2, 3, 2, 2, 2, 3, 3]","[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]",2.4,2.1
373,373,0.0,2.0,1.0,3.0,12.0,1.0,2.0,1.0,2.0,33.0,2.0,4.0,6.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]","[4, 2, 3, 3, 3, 4, 3, 4, 3]",3.1,3.2222222222222223
374,374,0.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,2.0,23.0,1.0,3.0,5.0,1.0,13.0,8.0,0.0,1.0,2.0,1.0,4.0,"[3, 3, 2, 2, 3, 3, 3, 2, 3, 3]","[2, 2, 2, 3, 3, 2, 3, 2, 3]",2.7,2.4444444444444446
375,375,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,53.0,4.0,2.0,5.0,1.0,3.0,5.0,1.0,0.0,3.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4]","[2, 2, 2, 3, 4, 2]",3.1,2.5
376,376,0.0,3.0,2.0,2.0,11.0,1.0,2.0,1.0,1.0,45.0,1.0,3.0,1.0,1.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0,"[3, 4, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 3, 3, 3, 4, 3]",3.125,3.0
377,377,0.0,2.0,3.0,2.0,1.0,7.0,2.0,1.0,1.0,66.0,1.0,5.0,1.0,5.0,12.0,9.0,1.0,1.0,1.0,3.0,1.0,"[2, 2, 3, 3, 3, 2, 3, 3, 3, 3]","[3, 3, 2, 2, 2, 2, 2, 2, 2, 2]",2.7,2.2
378,378,0.0,5.0,1.0,3.0,14.0,6.0,2.0,1.0,1.0,45.0,1.0,4.0,5.0,1.0,3.0,9.0,1.0,1.0,2.0,3.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 2, 2, 3, 3, 3, 3]",3.0,2.6666666666666665
379,379,0.0,3.0,6.0,3.0,12.0,8.0,2.0,1.0,2.0,37.0,4.0,3.0,1.0,1.0,13.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 2, 2, 2, 2, 2, 2, 2]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.111111111111111,2.1
380,380,0.0,1.0,5.0,5.0,12.0,6.0,2.0,1.0,1.0,32.0,1.0,4.0,1.0,1.0,14.0,4.0,0.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
381,381,0.0,1.0,7.0,5.0,1.0,3.0,2.0,1.0,2.0,56.0,1.0,5.0,4.0,1.0,15.0,8.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0
382,382,1.0,2.0,3.0,2.0,10.0,3.0,2.0,1.0,2.0,28.0,1.0,2.0,1.0,7.0,10.0,3.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 3]","[4, 2, 2, 3, 3, 4, 3, 4, 3]",3.1,3.111111111111111
383,383,0.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,67.0,1.0,3.0,1.0,1.0,10.0,3.0,0.0,1.0,1.0,1.0,3.0,"[2, 2, 3, 3, 2, 2, 2, 2]","[3, 2, 2, 2, 2, 2, 2, 2, 2]",2.25,2.111111111111111
384,384,0.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,2.0,68.0,1.0,2.0,1.0,5.0,10.0,6.0,1.0,0.0,1.0,2.0,4.0,"[2, 2, 1, 2, 1, 2, 1, 2, 2, 2]","[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]",1.7,1.5
385,385,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,33.0,1.0,5.0,5.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 2]","[2, 5, 4, 2, 4, 4, 4, 2]",3.4,3.375
386,386,1.0,2.0,5.0,3.0,11.0,2.0,2.0,1.0,1.0,29.0,4.0,2.0,6.0,1.0,13.0,2.0,1.0,1.0,2.0,1.0,4.0,"[3, 2, 2, 2, 2, 2, 2, 2, 3, 2]","[2, 3, 2, 2, 2, 2, 2, 2, 2]",2.2,2.111111111111111
387,387,1.0,2.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,62.0,1.0,2.0,3.0,1.0,13.0,7.0,0.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 3]","[2, 1, 2, 2, 2, 2, 2, 2]",2.111111111111111,1.875
388,388,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,38.0,1.0,4.0,5.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 2, 2, 2, 2, 3, 2, 3]","[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",2.3333333333333335,2.1
389,389,1.0,1.0,5.0,4.0,12.0,4.0,2.0,1.0,1.0,41.0,1.0,3.0,5.0,1.0,11.0,7.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2]","[2, 1, 1, 2, 2, 2, 2, 1, 2, 2]",2.0,1.7
390,390,1.0,3.0,3.0,1.0,12.0,5.0,2.0,1.0,2.0,25.0,4.0,3.0,1.0,1.0,3.0,9.0,1.0,1.0,2.0,3.0,4.0,"[2, 4, 4, 4, 4, 2, 4, 4, 4, 2]","[4, 2, 4, 2, 2, 4, 2, 4, 2]",3.4,2.888888888888889
391,391,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,78.0,1.0,4.0,1.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,"[4, 4, 2, 3, 3, 3, 3, 4, 3]","[4, 4, 3, 2, 4, 4, 3, 2, 2, 3]",3.2222222222222223,3.1
392,392,0.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,31.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,"[3, 3, 2, 2, 3, 2, 3, 3, 3, 3]","[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]",2.7,2.1
393,393,1.0,1.0,4.0,2.0,2.0,8.0,2.0,1.0,2.0,46.0,4.0,2.0,1.0,1.0,18.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 3, 2, 3, 2, 2, 2, 2, 2, 2]",2.2,2.2
394,394,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,67.0,1.0,5.0,1.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 2, 2, 3, 3, 3, 3]","[2, 3, 3, 2, 4, 2, 3, 3, 3]",2.6666666666666665,2.7777777777777777
395,395,0.0,5.0,7.0,4.0,12.0,3.0,2.0,1.0,2.0,34.0,1.0,5.0,1.0,1.0,14.0,4.0,0.0,1.0,1.0,1.0,4.0,"[1, 2, 1, 2, 2, 2, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.5714285714285714,1.0
396,396,1.0,4.0,2.0,3.0,12.0,2.0,2.0,1.0,1.0,50.0,4.0,4.0,5.0,2.0,14.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 3, 3, 3, 3, 2, 3, 3]","[2, 4, 4, 2, 2, 2, 2, 3, 3, 2]",2.7777777777777777,2.6
397,397,1.0,2.0,1.0,2.0,12.0,2.0,2.0,1.0,2.0,59.0,2.0,3.0,1.0,6.0,4.0,9.0,1.0,1.0,2.0,1.0,3.0,"[4, 3, 3, 4, 3, 3, 3, 4, 3]","[3, 2, 2, 4, 2, 2, 4, 3, 4, 2]",3.3333333333333335,2.8
398,398,0.0,4.0,2.0,3.0,11.0,1.0,2.0,1.0,1.0,38.0,1.0,4.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 3, 2, 3, 3, 2, 3, 2]",3.0,2.6
399,399,1.0,3.0,2.0,1.0,12.0,2.0,2.0,1.0,2.0,58.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 4, 3, 4, 3, 4, 4, 4, 4]","[3, 3, 4, 4, 4, 3, 4, 4, 4, 3]",3.8,3.6
400,400,1.0,1.0,5.0,5.0,2.0,7.0,2.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
401,401,1.0,4.0,2.0,3.0,3.0,8.0,2.0,1.0,2.0,31.0,5.0,4.0,1.0,7.0,4.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 2, 3, 3, 3, 2, 2, 3]",2.888888888888889,2.6
402,402,1.0,1.0,1.0,1.0,12.0,6.0,2.0,1.0,1.0,33.0,4.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,"[4, 2, 4, 4, 4, 2, 4, 4]","[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",3.5,3.0
403,403,0.0,2.0,2.0,3.0,12.0,4.0,2.0,1.0,2.0,48.0,4.0,3.0,3.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,4.0,"[3, 2, 2, 3, 2, 3, 2, 2, 3, 3]","[3, 2, 2, 2, 2, 2, 3, 2, 2]",2.5,2.2222222222222223
404,404,1.0,4.0,3.0,1.0,9.0,1.0,2.0,1.0,1.0,40.0,1.0,4.0,5.0,2.0,1.0,9.0,1.0,1.0,2.0,3.0,4.0,"[4, 2, 4, 4, 4, 2, 4, 4, 4, 2]","[2, 5, 5, 2, 4, 4, 4, 4, 4, 4]",3.4,3.8
405,405,0.0,2.0,1.0,2.0,11.0,4.0,2.0,1.0,2.0,25.0,4.0,3.0,5.0,2.0,8.0,3.0,0.0,1.0,3.0,1.0,4.0,"[4, 2, 3, 3, 3, 4, 3, 3, 3, 3]","[3, 4, 4, 4, 2, 3, 4, 4, 4, 2]",3.1,3.4
406,406,0.0,1.0,4.0,3.0,12.0,1.0,2.0,1.0,1.0,44.0,1.0,2.0,1.0,1.0,9.0,5.0,1.0,0.0,1.0,1.0,4.0,"[3, 2, 2, 2, 2, 3, 2, 3, 3]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 3]",2.4444444444444446,2.2
407,407,1.0,4.0,2.0,3.0,11.0,2.0,2.0,1.0,2.0,55.0,1.0,5.0,4.0,1.0,17.0,9.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 2, 3, 3, 2, 3]",3.0,2.8
408,408,0.0,3.0,1.0,3.0,12.0,2.0,2.0,1.0,1.0,68.0,2.0,3.0,6.0,5.0,10.0,2.0,1.0,1.0,2.0,3.0,2.0,"[3, 3, 4, 3, 2, 3, 2, 3, 3]","[4, 2, 3, 3, 2, 2, 3, 2, 3, 2]",2.888888888888889,2.6
409,409,0.0,3.0,6.0,4.0,1.0,4.0,2.0,1.0,2.0,44.0,1.0,5.0,3.0,1.0,11.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
410,410,0.0,3.0,2.0,4.0,12.0,8.0,2.0,1.0,2.0,60.0,2.0,5.0,1.0,1.0,17.0,5.0,1.0,0.0,1.0,2.0,3.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
411,411,0.0,4.0,3.0,3.0,10.0,2.0,2.0,1.0,1.0,79.0,4.0,5.0,1.0,5.0,18.0,3.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 2, 3, 2, 3]","[2, 3, 3, 2, 2, 2, 2, 2, 3, 3]",2.7777777777777777,2.4
412,412,1.0,2.0,3.0,2.0,14.0,2.0,2.0,1.0,2.0,48.0,3.0,3.0,5.0,6.0,3.0,8.0,0.0,1.0,1.0,1.0,4.0,"[3, 3, 4, 3, 4, 3, 2, 4, 3, 3]","[3, 4, 3, 3, 4, 4, 4, 3, 2, 2]",3.2,3.2
413,413,0.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,82.0,5.0,5.0,1.0,5.0,18.0,5.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
414,414,0.0,4.0,3.0,4.0,11.0,1.0,2.0,1.0,1.0,28.0,1.0,3.0,5.0,1.0,10.0,4.0,1.0,1.0,2.0,2.0,4.0,"[2, 2, 3, 2, 3, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
415,415,1.0,4.0,1.0,2.0,11.0,2.0,2.0,1.0,1.0,45.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,"[3, 4, 3, 3, 4, 3, 4, 3, 4, 4]","[3, 4, 2, 4, 3, 4, 4, 4, 2, 4]",3.5,3.4
416,416,1.0,1.0,4.0,5.0,1.0,9.0,2.0,1.0,2.0,54.0,4.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
417,417,1.0,5.0,4.0,4.0,1.0,7.0,2.0,1.0,2.0,63.0,4.0,5.0,1.0,3.0,12.0,5.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 1, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 1, 1, 1, 2, 1, 1]",1.8888888888888888,1.3333333333333333
418,418,1.0,1.0,7.0,4.0,1.0,4.0,2.0,1.0,2.0,27.0,1.0,3.0,5.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,"[2, 2, 1, 2, 2, 1, 2, 1, 1, 1]","[1, 1, 1, 2, 2, 1, 1, 1]",1.5,1.25
419,419,0.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 3, 3, 2, 3, 3, 3]","[2, 2, 2, 2, 3, 2, 2, 2, 2, 4]",2.7777777777777777,2.3
420,420,1.0,2.0,5.0,4.0,11.0,2.0,2.0,1.0,1.0,40.0,4.0,3.0,3.0,1.0,10.0,9.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 1]",2.0,1.875
421,421,0.0,2.0,4.0,5.0,1.0,7.0,2.0,1.0,1.0,60.0,2.0,5.0,3.0,5.0,11.0,7.0,1.0,0.0,2.0,2.0,4.0,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]",1.0,1.0
422,422,1.0,2.0,3.0,3.0,9.0,1.0,2.0,1.0,2.0,65.0,1.0,4.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 3, 3, 3, 3, 3, 4, 3, 4]","[2, 3, 4, 3, 4, 2, 3, 2, 4, 2]",3.3,2.9
423,423,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,58.0,1.0,3.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,1.0,2.0,"[4, 5, 2, 4, 4, 4, 4, 2]","[2, 2, 5, 5, 4, 4, 4, 4, 4]",3.625,3.7777777777777777
424,424,1.0,5.0,7.0,1.0,11.0,2.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,2.0,11.0,2.0,1.0,1.0,1.0,3.0,4.0,"[2, 2, 4, 2, 2, 4, 2, 4, 2, 2]","[2, 2, 2, 2, 4, 2, 2, 2, 2]",2.6,2.2222222222222223
425,425,1.0,1.0,7.0,5.0,12.0,2.0,2.0,1.0,1.0,62.0,1.0,3.0,3.0,1.0,14.0,5.0,1.0,1.0,2.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
426,426,1.0,2.0,2.0,3.0,7.0,6.0,2.0,1.0,1.0,83.0,5.0,3.0,1.0,5.0,9.0,9.0,0.0,0.0,1.0,1.0,2.0,"[3, 3, 2, 3, 3, 3, 2, 2, 3, 3]","[2, 2, 3, 4, 2, 3, 3, 2, 4]",2.7,2.7777777777777777
427,427,0.0,3.0,5.0,4.0,11.0,1.0,2.0,1.0,2.0,62.0,1.0,3.0,4.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 2, 2, 2, 2, 2, 1]",2.0,1.8
428,428,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,36.0,1.0,3.0,1.0,2.0,13.0,4.0,0.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 2, 3, 2, 2]",2.9,2.6666666666666665
429,429,0.0,1.0,4.0,3.0,9.0,1.0,2.0,1.0,1.0,39.0,1.0,4.0,3.0,1.0,14.0,7.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 3, 3, 2, 3]",3.0,2.5
430,430,1.0,1.0,7.0,5.0,1.0,7.0,2.0,1.0,1.0,62.0,1.0,3.0,1.0,2.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
431,431,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,32.0,4.0,3.0,5.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 2, 2, 3, 2, 2, 3, 2, 3]","[3, 3, 3, 3, 3, 2, 2, 3, 2]",2.4,2.6666666666666665
432,432,0.0,1.0,7.0,4.0,12.0,2.0,2.0,1.0,1.0,45.0,4.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,4.0,"[1, 2, 1, 1, 1, 1, 2, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2222222222222223,1.0
433,433,0.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,54.0,2.0,3.0,5.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 2, 3, 2, 2, 3, 2, 2]",3.0,2.4
434,434,0.0,5.0,1.0,2.0,7.0,9.0,2.0,1.0,2.0,69.0,1.0,4.0,1.0,5.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,"[4, 3, 4, 3, 4, 2, 4, 4, 3, 3]","[4, 2, 4, 2, 4, 3, 2]",3.4,3.0
435,435,0.0,3.0,3.0,2.0,11.0,1.0,2.0,1.0,2.0,56.0,1.0,4.0,3.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 3, 3, 3, 3, 3, 4, 3, 3]","[4, 3, 4, 4, 2, 4, 3, 2, 3]",3.2,3.2222222222222223
436,436,0.0,2.0,4.0,3.0,12.0,2.0,2.0,1.0,2.0,35.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 2, 3, 2, 3, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.7,2.0
